´úÂë,2.²úÆ·´úÂë1,2.²úÆ·´úÂë2,2.²úÆ·´úÂë3,2.²úÆ·´úÂë4,2.²úÆ·´úÂë5,5.¼ÆÁ¿µ¥Î»1,5.¼ÆÁ¿µ¥Î»2,5.¼ÆÁ¿µ¥Î»3,5.¼ÆÁ¿µ¥Î»4,5.¼ÆÁ¿µ¥Î»5,6.Êµ¼Ê²úÁ¿1,6.Êµ¼Ê²úÁ¿2,6.Êµ¼Ê²úÁ¿3,6.Êµ¼Ê²úÁ¿4,6.Êµ¼Ê²úÁ¿5,2.Ô­¸¨²ÄÁÏ´úÂë1,2.Ô­¸¨²ÄÁÏ´úÂë2,2.Ô­¸¨²ÄÁÏ´úÂë3,2.Ô­¸¨²ÄÁÏ´úÂë4,2.Ô­¸¨²ÄÁÏ´úÂë5,3.¼ÆÁ¿µ¥Î»1,3.¼ÆÁ¿µ¥Î»2,3.¼ÆÁ¿µ¥Î»3,3.¼ÆÁ¿µ¥Î»4,3.¼ÆÁ¿µ¥Î»5,4.Êµ¼ÊÊ¹ÓÃÁ¿1,4.Êµ¼ÊÊ¹ÓÃÁ¿2,4.Êµ¼ÊÊ¹ÓÃÁ¿3,4.Êµ¼ÊÊ¹ÓÃÁ¿4,4.Êµ¼ÊÊ¹ÓÃÁ¿5,6.Áò·Ý£¨Ô­Ãº£©,6.Áò·Ý£¨Ï´¾«Ãº£©,6.Áò·Ý£¨ÆäËûÏ´Ãº£©,6.Áò·Ý£¨ÐÍÃº£©,6.Áò·Ý£¨½¹Ì¿£©,6.Áò·Ý£¨½¹Â¯ÃºÆø£©,6.Áò·Ý£¨¸ßÂ¯ÃºÆø£©,6.Áò·Ý£¨ÌìÈ»Æø*£©,6.Áò·Ý£¨Òº»¯ÌìÈ»Æø*£©,6.Áò·Ý£¨Òº»¯Ê¯ÓÍÆø*£©,6.Áò·Ý£¨Á¶³§¸ÉÆø*£©,6.Áò·Ý£¨Ô­ÓÍ*£©,6.Áò·Ý£¨ÆûÓÍ*£©,6.Áò·Ý£¨ÃºÓÍ*£©,6.Áò·Ý£¨²ñÓÍ*£©,6.Áò·Ý£¨È¼ÁÏÓÍ*£©,6.Áò·Ý£¨ÆäËûÈ¼ÁÏ*£©,7.»Ò·Ý£¨Ô­Ãº£©,7.»Ò·Ý£¨Ï´¾«Ãº£©,7.»Ò·Ý£¨ÆäËûÏ´Ãº£©,7.»Ò·Ý£¨ÐÍÃº£©
520102000000G174110564300,215102,,,,,¼þ,,,,,1000,,,,,176103,358201,,,,Æ½·½Ã×,¸ö,,,,3000,4000,,,,,,,,,,,,,,,,,,,,,,,,
520102000000G174113566X00,3121601099,,,,,¿é/¶Ö,,,,,135,,,,,313101,312303,443010,312301,,¶Ö,¶Ö,¶Ö,¶Ö,,13320,170,46,1987,,,,,,,,,,,,,,,,,,,,,,
520102000000G174572014100,101540,,,,,¶Ö,,,,,58000,,,,,101904,,,,,¶Ö/Äê,,,,,60000,,,,,,,,,,,,,,,,,0.25,,0.6,,,,,,
520102000000G175536529400,1320110101,,,,,¶Ö,,,,,1900,,,,,132002,132001,,,,¶Ö,¶Ö,,,,1330,205,,,,,,,,,,,,,,,,,,,,,,,,
520102000000G177057855400,1461401101,1461401101,,,,¶Ö,¶Ö,,,,21,25,,,,79003,133102,,,,¶Ö,¶Ö,,,,5,5,,,,,,,,,,,,,,,,,,,,,,,,
520102000000G178017313900,3726,,,,,Á¾,,,,,5000,,,,,372506,,,,,¶Ö,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,
520102000000G178019415900,30823001,3352103005,,,,¶Ö,Ç§¿Ë,,,,4000,5000,,,,359116,341101,335105,314101,316102,¶Ö,¶Ö,¶Ö,Æ½·½Ã×,¶Ö,60,10,30,3000,1,,,,,,,,,,,,,,,,,,,,,
520102000000G178547939900,3726,,,,,Á¾,,,,,800,,,,,372509,264312,,,,¶Ö,¶Ö,,,,1.8,8,,,,,,,,,,,,,,,,,,,,,,,,
520102000000G178548655600,34411070,,,,,¶Ö,,,,,5220.7,,,,,344005,344002,,,,¶Ö,¶Ö,,,,4845,533,,,,,,,,,,,,,,,,,,,,,,,,
520102000000G178549724700,292399,,,,,±êÃ×¨MÇ§¿Ë,,,,,4000000,,,,,406113,,,,,Ã×,,,,,4000000,,,,,,,,,,,,,,,,,,,,,,,,,
520102000000G179881145000,1483110203,,,,,¶Ö,,,,,400,,,,,149201,149202,263204,,,¹«½ï,¹«½ï,¹«½ï,,,10000,2000,5000,,,5,,,,,,,,,,,,,,,,,22,,,
520102000000G191440074800,44101199,,,,,ÍòÇ§ÍßÐ¡Ê±,,,,,236969749,,,,,441101,,,,,¶Ö,,,,,1430081,,,,,3.95,,,,,,,,,,,,,,,,,40.46,,,
520102000000G191445226500,375630,4112,,,,Ì×,Ì¨,,,,28000,12000,,,,406210,406156,,,,¹«½ï,¹«½ï,,,,480000,23000,,,,,,,,,,,,,,,,,,,,,,,,
520102000000G191446432X00,32540106,32540106,,,,¶Ö,¶Ö,,,,600,300,,,,346003,346009,346008,346010,,¶Ö,¶Ö,¶Ö,¶Ö,,2.9,3.3,0.6,0.25,,,,,,,,,,,,,,,,,,,,,,
520102000000G191446572800,2641210199,2641110303,264111,26415002,,¶Ö,¶Ö,¶Ö,¶Ö,,500,400,200,50,,264205,261401,264105,362503,266510,¶Ö,¶Ö,¶Ö,¶Ö,¶Ö,200,50,80,30,750,,,,,,,,,,,,,0.25,,0.6,,,,,,
520102000000G1E2103219400,391580,,,,,Ì¨,,,,,3000,,,,,372302,357403,357402,,,¶Ö,¶Ö,¶Ö,,,10,15,8,,,,,,,,,,,,,,,,,,,,,,,
520102000000G1L0327867600,3726,,,,,Á¾,,,,,450,,,,,372509,264312,,,,¶Ö,¶Ö,,,,0.6,3,,,,,,,,,,,,,,,,,,,,,,,,
520102000000G1L0329180300,101540,,,,,¶Ö,,,,,20000,,,,,101904,,,,,¶Ö/Äê,,,,,22000,,,,,,,,,,,,,,,,,,,,,,,,,
520102000000G1L1288043100,101540,,,,,¶Ö,,,,,130000,,,,,101904,,,,,¶Ö/Äê,,,,,143000,,,,,,,,,,,,,,,,,,,,,,,,,
520102000000G1l1288552300,3121601002,,,,,¿é/¶Ö,,,,,300,,,,,312303,261108,312301,101904,,¶Ö,¶Ö,¶Ö,¶Ö,,15,120,20,200,,,,,,,,,,,,,,,,,,,,,,
520102000000G1L2-01606300,1410110299,1410110202,14103199,14103104,141031,¶Ö,¶Ö,¶Ö,¶Ö,¶Ö,0.36,0.36,0.28,0.2,0.2,141101,142101,139301,,,¶Ö,¶Ö,¶Ö,,,0.5,0.5,1.2,,,,,,,,,,,,,,,,,,,,,,,
520102000000G1L2100159000,101540,,,,,¶Ö,¶Ö/Äê,,,,120000,,,,,101904,,,,,¶Ö/Äê,,,,,132000,,,,,,,,,,,,,,,,,,,0.6,,,,,,
520102000000G1L2100772200,101540,,,,,¶Ö,,,,,100000,,,,,101904,,,,,¶Ö/Äê,,,,,110000,,,,,,,,,,,,,,,,,,,,,,,,,
520102000000G1L2100887200,101540,,,,,¶Ö,,,,,28000,,,,,101904,,,,,¶Ö/Äê,,,,,30800,,,,,,,,,,,,,,,,,,,,,,,,,
520102000000G1L2101112300,101540,,,,,¶Ö,¶Ö/Äê,,,,14000,,,,,101904,,,,,¶Ö/Äê,,,,,15400,,,,,,,,,,,,,,,,,,,,,,,,,
520102000000G1L2101284700,22300299,,,,,¶Ö,,,,,4,,,,,202908,,,,,¶Ö,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,
520102000000G1L2102074000,33401016,,,,,Ç§¿Ë,,,,,8,,,,,351202,,,,,¶Ö,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,
520102000000G1L2102242000,3726,,,,,Á¾,,,,,420,,,,,372506,372402,,,,¶Ö,¶Ö,,,,10,0.7,,,,,,,,,,,,,,,,,,,,,,,,
520102000000G1L2103142300,101540,,,,,¶Ö,,,,,20000,,,,,101904,,,,,¶Ö/Äê,,,,,22000,,,,,,,,,,,,,,,,,,,,,,,,,
520102000000G1l2103327700,31311099,,,,,Ç§¿é/Ç§¿Ë,,,,,3600,,,,,101904,312301,,,,Á¢·½Ã×,¶Ö,,,,3500,9000,,,,,,,,,,,,,,,,,,,,,,,,
520102000000G1L2104959600,3726,,,,,Á¾,,,,,25,,,,,372502,,,,,¶Ö,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
520102000000G1L2825568100,3726,,,,,Ì¨,,,,,30,,,,,372506,,,,,¶Ö,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
520102000000G1L2826262X00,13184001,,,,,¶Ö,,,,,60,,,,,139107,149402,,,,¶Ö,¶Ö,,,,24,36,,,,,,,,,,,,,,,,,,,,,,,,
520102000000G1R0328604300,3726,,,,,Á¾,,,,,450,,,,,372506,372402,,,,¶Ö,¶Ö,,,,1.6,0.7,,,,,,,,,,,,,,,,,,,,,,,,
520102001005G175537814000,141031,1410110299,,,,¶Ö,¶Ö,,,,28,9,,,,141101,,,,,¶Ö,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,
520102002001G175018909200,3726,,,,,Ì¨,,,,,2100,,,,,,,,,,¸ö,¶Ö,,,,6300,15,,,,,,,,,,,,,,,,,,,,,,,,
520102002001G175535452800,3726,,,,,Ì¨,,,,,2400,,,,,,,,,,¸ö,¶Ö,,,,12000,1.58,,,,,,,,,,,,,,,,,,,,,,,,
520102002007G172212886600,3726,,,,,Ì¨,,,,,1030,,,,,,,,,,¸ö,¶Ö,,,,5150,0.05,,,,,,,,,,,,,,,,,,,,,,,,
520102002009G162220221300,141031,,,,,¶Ö,,,,,20,,,,,141101,,,,,¶Ö,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,
520102002009G170962997300,3726,,,,,Ì¨,,,,,2400,,,,,,,,,,¸ö,¶Ö,,,,7200,2.8,,,,,,,,,,,,,,,,,,,,,,,,
520102002009G177534068400,3726,,,,,Ì¨,,,,,1080,,,,,,,,,,¸ö,¶Ö,,,,3240,0.5,,,,,,,,,,,,,,,,,,,,,,,,
520102002010G175538122700,3726,,,,,Ì¨,,,,,840,,,,,,,,,,¸ö,¶Ö,,,,4200,0.15,,,,,,,,,,,,,,,,,,,,,,,,
520102002010G179884715400,3726,,,,,Ì¨,,,,,3500,,,,,,,,,,¸ö,¶Ö,,,,17500,5.3,,,,,,,,,,,,,,,,,,,,,,,,
520102002012G121445493x00,346001,,,,,Æ½·½Ã×,,,,,50000,,,,,,,,,,¶Ö,¶Ö,¶Ö,¶Ö,¶Ö,15,6,4,6,15,,,,,,,,,,,,,,,,,,,,,
520102002012G170950172600,302017,,,,,¶Ö,,,,,1000,,,,,406105,,,,,¶Ö,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,
520102002012G191446432X00,,,,,,Æ½·½Ã×,Æ½·½Ã×,,,,3360,3500,,,,,,,,,¶Ö,¶Ö,¶Ö,¶Ö,¶Ö,3,62,36,3,7,,,,,,,,,,,,,,,,,,,,,
520102007001G173663876000,3726,,,,,Ì¨,,,,,420,,,,,,,,,,¸ö,¶Ö,,,,2000,0.13,,,,,,,,,,,,,,,,,,,,,,,,
520102007006G176139905200,141031,1410110299,,,,¶Ö,¶Ö,,,,20,5,,,,141101,,,,,¶Ö,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,
520102007007G175535096500,3726,,,,,Ì¨,,,,,300,,,,,,,,,,¸ö,¶Ö,,,,500,0.4,,,,,,,,,,,,,,,,,,,,,,,,
520102008001G178976330300,1371602101,,,,,¶Ö,,,,,14.35,,,,,137001,,,,,¶Ö,,,,,36,,,,,,,,,,,,,,0.09,,,,,,,,,,,
520102009003G166295640700,3726,,,,,Ì¨,,,,,500,,,,,,,,,,¸ö,¶Ö,,,,3000,0.4,,,,,,,,,,,,,,,,,,,,,,,,
520102009012G191440074800,44101199,,,,,ÍòÇ§ÍßÐ¡Ê±,,,,,268100,,,,,441101,,,,,¶Ö,,,,,1453410,,,,,2.83,,,,,,,,,,,,,,,,,41.98,,,
520102010003G121445910800,,,,,,Íò¼þ,Íò¼þ,Íò¼þ,Íò¼þ,,5.042,49.482,7.235,11.638,,,,,,,¶Ö,¶Ö,,,,203.6,47.4,,,,,,,,,,,,,,,,,,,,,,,,
520102010007G121446246200,3412101006,,,,,¼þ/¶Ö,Ì×,¸ö,ÕÅ,,1415,1030,915,1522,,,,,,,¶Ö,¶Ö,¶Ö,¹«½ï,,120.24,20.63,80.3,3981,,,,,,,,,,,,,,,,,,,,,,
520102010007G162224401800,,,,,,¼þ,¼þ,¼þ,,,4000,2300,130,,,222301,,,,,¹«½ï,,,,,24000,,,,,,,,,,,,,,,,,,,,,,,,,
520102010007G1L0325512400,141031,,,,,¶Ö,,,,,100,68,,,,141101,,,,,¶Ö,,,,,80.55,,,,,,,,,,,,,,,,,0.25,,,,,,,,
520102010008G142922957x00,,,,,,Ì¨,¼þ,,,,5,6974,,,,,,,,,¼þ,¼þ,,,,5,7021,,,,,,,,,,,,,,,,,,,,,,,,
520102011001G178019875800,3726,,,,,Ì¨,,,,,750,,,,,,,,,,¸ö,¶Ö,,,,3000,0.5,,,,,,,,,,,,,,,,,,,,,,,,
520102011001G1L0325316100,3726,,,,,Ì¨,,,,,1050,,,,,,,,,,¸ö,¶Ö,,,,6000,0.28,,,,,,,,,,,,,,,,,,,,,,,,
520102011003G104105002000,3726,,,,,Ì¨,,,,,450,,,,,,,,,,¸ö,¶Ö,,,,675,0.13,,,,,,,,,,,,,,,,,,,,,,,,
520102011003G121443634400,3726,,,,,Ì¨,,,,,10000,,,,,,,,,,¸ö,¶Ö,,,,15000,2.4,,,,,,,,,,,,,,,,,,,,,,,,
520102011005G121445534200,3792101103,37921011,37924004,,,Ç§¿Ë,Ç§¿Ë,Ç§¿Ë,Æ½·½Ã×,,169569,30822,24615,250,,,,,,,Ç§¿Ë,Æ½·½Ã×,Ç§¿Ë,,,22000,12904,160,,,,,,,,,,,,,,,,,,,,,,,
520102011007G176606300500,264111,,,,,¶Ö,,,,,160,,,,,,266510,,,,¶Ö,¶Ö,¶Ö,,,64,64,32,,,,,,,,,,,,,,,,,0.6,,,,,,
520102011011G121448142800,3726,,,,,Ì¨,,,,,360,,,,,,,,,,¸ö,¶Ö,,,,1800,0.35,,,,,,,,,,,,,,,,,,,,,,,,
520102012002G121446455600,26412102,,,,,¶Ö,,,,,300,,,,,264205,,,,,¶Ö,¶Ö,,,,75,90,,,,2.72,,,,,,,,,,,,,,,,,14.69,,,
520102012003G177534158000,,,,,,¶Ö,¶Ö,,,,19,57,,,,143201,143202,,,,¶Ö,¶Ö,,,,12,25,,,,,,,,,,,,,,,,,,,,,,,,
520102012008G121440982100,3220802001,3244010104,,,,¶Ö,¶Ö,,,,318276,270700,,,,322004,,,,,¶Ö,¶Ö,,,,342783,11242,,,,1.4,,,,,,,,,,,,,,,,,25,,,
520102012014G166698243400,13920102,,,,,¶Ö,,,,,50,,,,,11411,,,,,¶Ö,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,
520102013001G170960826700,3726,,,,,Ì¨,,,,,900,,,,,,,,,,¸ö,¶Ö,,,,4500,0.4,,,,,,,,,,,,,,,,,,,,,,,,
520102013001G1L0328302900,3726,,,,,Ì¨,,,,,2200,,,,,,,,,,¸ö,¶Ö,,,,8000,0.26,,,,,,,,,,,,,,,,,,,,,,,,
520102013002G173095289800,37941003,,,,,Á¾,,,,,38000,,,,,341101,341101,341108,341106,341105,¶Ö,¶Ö,¶Ö,¶Ö,¶Ö,480,160,72,400,20,,,,,,,,,,,,,0.25,0.6,0.5,,,,,,
520102013003G170961217800,3726,,,,,Ì¨,,,,,980,,,,,,,,,,¸ö,¶Ö,,,,1900,0.8,,,,,,,,,,,,,,,,,,,,,,,,
520102013003G172214939200,3726,,,,,Ì¨,,,,,9000,,,,,,,,,,¸ö,¶Ö,,,,27000,10,,,,,,,,,,,,,,,,,,,,,,,,
520102013003G175016122500,3441103001,,,,,¶Ö,,,,,2400,,,,,,,,,,¶Ö,,,,,2450,,,,,,,,,,,,,,,,,,,,,,,,,
520102013003G178016412800,3726,,,,,Ì¨,,,,,600,,,,,,,,,,¸ö,¶Ö,,,,900,0.6,,,,,,,,,,,,,,,,,,,,,,,,
520102013003G178017436900,3726,,,,,Ì¨,,,,,2400,,,,,,,,,,¸ö,¶Ö,,,,18000,4.2,,,,,,,,,,,,,,,,,,,,,,,,
520102013003G178977325300,3726,,,,,Ì¨,,,,,2300,,,,,,,,,,¸ö,¶Ö,,,,25000,2.3,,,,,,,,,,,,,,,,,,,,,,,,
520102013004G121446458000,3726,,,,,Ì¨,,,,,620,,,,,,,,,,¸ö,¶Ö,,,,20000,1,,,,,,,,,,,,,,,,,,,,,,,,
520102013004G172213614500,14105101,,,,,¶Ö,,,,,70,,,,,141101,,,,,¶Ö,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,
520102013005G121447003200,3111201007,3111201013,3111201099,,,¶Ö,¶Ö,¶Ö,,,385583,143038,91381,,,,,,,,¶Ö,¶Ö,¶Ö,¶Ö,¶Ö,723349,24457,43144,2157,138865,3,,,,,,,,,,,,,,,,,30,,,
520102013005G166295082200,3726,,,,,Ì¨,,,,,4000,,,,,,,,,,¸ö,¶Ö,,,,16000,5,,,,,,,,,,,,,,,,,,,,,,,,
520102013005G174111465400,,,,,,¶Ö,¶Ö,,,,28,32,,,,,,,,,¶Ö,¶Ö,,,,35,185,,,,,,,,,,,,,,,,,,,,,,,,
520102013006G172211783300,344110,,,,,¶Ö,,,,,900,,,,,,,,,,¶Ö,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,
520102013006G177534974200,3726,,,,,Ì¨,,,,,150,,,,,,,,,,¸ö,¶Ö,,,,5000,0.5,,,,,,,,,,,,,,,,,,,,,,,,
520102013007G175539428X00,3726,,,,,Ì¨,,,,,600,,,,,,,,,,¸ö,¶Ö,,,,10000,0.5,,,,,,,,,,,,,,,,,,,,,,,,
520102013007G177059798200,3726,,,,,Ì¨,,,,,1166,,,,,,,,,,¸ö,¶Ö,,,,5830,334,,,,,,,,,,,,,,,,,,,,,,,,
520102013007G1L0328393400,3726,,,,,Ì¨,,,,,160,,,,,,,,,,¸ö,¶Ö,,,,385,0.2,,,,,,,,,,,,,,,,,,,,,,,,
520102013008G170963438500,,,,,,¶Ö,,,,,6190,,,,,362501,,,,,¶Ö,¶Ö,,,,5095,2995,,,,,,,,,,,,,,,,0.25,,,,,,,,
520102013008G175536580900,3726,,,,,Ì¨,,,,,4800,,,,,,,,,,¸ö,¶Ö,,,,10000,0.5,,,,,,,,,,,,,,,,,,,,,,,,
520102013009G121446528400,,,,,,¶Ö,¹«½ï,,,,36445.33,931098,,,,,,,,,¶Ö,¹«½ï,,,,44229.48,862161,,,,1.07,,,,,,,,,,,,,,,,,13.05,,,
520102014001G121452224200,3726,,,,,Ì¨,,,,,1500,,,,,,,,,,¸ö,¶Ö,,,,7900,0.46,,,,,,,,,,,,,,,,,,,,,,,,
520102014001G170950511000,3726,,,,,Ì¨,,,,,1500,,,,,,,,,,¸ö,¶Ö,,,,7000,0.42,,,,,,,,,,,,,,,,,,,,,,,,
520102014003G173094001000,3726,,,,,Ì¨,,,,,1000,,,,,,,,,,¸ö,¶Ö,,,,5000,0.16,,,,,,,,,,,,,,,,,,,,,,,,
520102014005G121441275600,,,,,,¶Ö,,,,,18000,,,,,,,,,,¶Ö,,,,,29500,,,,,2.72,,,,,,,,,,,,,,,,,14.7,,,
520102014005G121445904400,,,,,,¶Ö,¶Ö,,,,352,647.68,,,,359102,,,,,¶Ö,¶Ö,¹«½ï,¹«½ï,¹«½ï,81,307,13754.2,60463,80937,,,,,,,,,,,,,,,,,,,,,
520102014005G170961375200,22300104,,,,,¶Ö,,,,,10400,,,,,222301,,,,,¶Ö,,,,,10000,,,,,,,,,,,,,,,,,,,,,,,,,
520102014005G191440315600,51990501,,,,,Ì¨,,,,,78,,,,,,,,,,¸ö,¸ö,¸ö,¸ö,,940,1080,1800,95,,,,,,,,,,,,,,,,,,,,,,
520102014007G121440086x00,2020310101,,,,,Á¢·½Ã×/Ç§¿Ë,,,,,28500,,,,,,,,,,¶Ö,,,,,36960,,,,,5,,,,,,,,,,,,,,,,,22,,,
520102014009G1520102G0162,13920102,,,,,¶Ö,,,,,57,,,,,139201,,,,,¶Ö,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,
520102014009G172213233900,26203020,26250107,,,,¶Ö,¶Ö,,,,1300,600,,,,262404,262405,262406,,,¶Ö,¶Ö,¶Ö,¶Ö,,450,500,425,325,,,,,,,,,,,,,,,,0.6,,,,,,
520102014009G175536529400,1320110101,1320112102,,,,¶Ö,¶Ö,,,,2500,1500,,,,132001,132002,,,,¶Ö,¶Ö,,,,4800,720,,,,,,,,,,,,,,,,,,,,,,,,
520102014010G191440318000,,,,,,Á¾,,,,,6483,,,,,,,,,,Ì×,Ì×,,,,1350,1350,,,,,,,,,80,,,,,,,,,,,,,,,
520102015002G121442956600,3411101099,,,,,¶Ö,,,,,1200,,,,,341108,341108,341108,,,¶Ö,¶Ö,¶Ö,,,150,500,38,,,,,,,,,,,,,,,,,,,,,,,
520102015002G1520102G0031,3726,,,,,Ì¨,,,,,360,,,,,,,,,,¸ö,¶Ö,,,,6000,0.79,,,,,,,,,,,,,,,,,,,,,,,,
520102015002G1520102G0032,3726,,,,,Ì¨,,,,,200,,,,,,,,,,¸ö,¶Ö,,,,1500,0.26,,,,,,,,,,,,,,,,,,,,,,,,
520102015002G170960767800,1430704103,141031,,,,¶Ö,¶Ö,¶Ö,,,55.5,80,19,,,,,,,,¶Ö,¶Ö,¶Ö,¶Ö,,30,42.5,5,15,,,,,,,80,,,,,,,0.25,,0.6,,,,,,
520102015002G172215691200,,,,,,¶Ö,¶Ö,¼þ,¼þ,¼þ,16181,2100,278714,124330,203358,,,,,,¶Ö,¶Ö,¶Ö,¶Ö,¶Ö,13500,800,400,800,800,5,,,,,,,,,,,,0.25,,0.6,,,22,,,
520102015002G1L0325477000,1461213199,,,,,¶Ö,,,,,75,,,,,,,,,,¶Ö,¶Ö,¶Ö,,,43,22,10,,,5,,,,,,,,,,,,,,,,,22,,,
520102015003G162242911900,27401106,27401108,,,,¶Ö,¶Ö,,,,23,157,,,,274001,,,,,¶Ö,,,,,180,,,,,,,,,,,,,,,,,,,0.6,,,,,,
520102015003G170960920000,3726,,,,,Ì¨,,,,,5000,,,,,,,,,,¸ö,¶Ö,,,,50000,2.5,,,,,,,,,,,,,,,,,,,,,,,,
520102015003G171431223300,2616510103,,,,,¶Ö,,,,,75,,,,,,,,,,±êÁ¢·½Ã×,,,,,8500000,,,,,,,,,,,,,,,,,,,,,,,,,
520102015003G178979129100,3726,,,,,Ì¨,,,,,600,,,,,,,,,,¸ö,¶Ö,,,,1000,0.31,,,,,,,,,,,,,,,,,,,,,,,,
520102015003G1L0327631200,3726,,,,,Ì¨,,,,,150,,,,,,,,,,¸ö,¶Ö,,,,3000,0.4,,,,,,,,,,,,,,,,,,,,,,,,
520102015004G121288336800,141031,1410110299,,,,¶Ö,¶Ö,,,,63,42,,,,141101,,,,,¶Ö,,,,,50,,,,,,,,,,,,,,0.09,,,,,0.5,,,,,,
520102015004G170966909400,3726,,,,,Ì¨,,,,,5500,,,,,,,,,,¸ö,¶Ö,,,,110000,0.73,,,,,,,,,,,,,,,,,,,,,,,,
520102200201G1520102G0170,1430701199,,,,,¶Ö,,,,,125,,,,,143101,,,,,¶Ö,,,,,108,,,,,,,,,,80,,,,,,,,,,,,,,,
520102200201G175016947000,3726,,,,,Ì¨,,,,,8000,,,,,,,,,,¸ö,¶Ö,,,,20000,0.63,,,,,,,,,,,,,,,,,,,,,,,,
520102200201G175536400400,3726,,,,,Ì¨,,,,,526,,,,,,,,,,¸ö,¶Ö,,,,9000,0.69,,,,,,,,,,,,,,,,,,,,,,,,
520102200202G121449832600,3726,,,,,Ì¨,,,,,18000,,,,,,,,,,¸ö,¶Ö,,,,20000,2.9,,,,,,,,,,,,,,,,,,,,,,,,
520102200202G121454470800,3726,,,,,Ì¨,,,,,1500,,,,,,,,,,¸ö,¶Ö,,,,50000,2.6,,,,,,,,,,,,,,,,,,,,,,,,
520102200202G1520102G0166,13920102,,,,,¶Ö,,,,,110,,,,,,,,,,¶Ö,,,,,11,,,,,2.72,,,,,,,,,,,,,,0.5,,,14.69,,,
520102200202G162259737400,3726,,,,,Ì¨,,,,,260,,,,,,,,,,¸ö,¶Ö,,,,1500,2,,,,,,,,,,,,,,,,,,,,,,,,
520102200202G166695948800,3726,,,,,Ì¨,,,,,150,,,,,,,,,,¸ö,¶Ö,,,,1000,0.03,,,,,,,,,,,,,,,,,,,,,,,,
520102200202G170961557100,3726,,,,,Ì¨,,,,,600,,,,,,,,,,¸ö,¶Ö,,,,3000,0.86,,,,,,,,,,,,,,,,,,,,,,,,
520102200202G170963393X00,3726,,,,,Ì¨,,,,,1500,,,,,,,,,,¸ö,¶Ö,,,,4500,0.5,,,,,,,,,,,,,,,,,,,,,,,,
520102200202G170966215900,3726,,,,,Ì¨,,,,,800,,,,,,,,,,¸ö,¶Ö,,,,1800,1,,,,,,,,,,,,,,,,,,,,,,,,
520102200202G171433496900,3726,,,,,Ì¨,,,,,18345,,,,,,,,,,¸ö,¶Ö,,,,92840,2.2,,,,,,,,,,,,,,,,,,,,,,,,
520102200202G171438553900,3726,,,,,Ì¨,,,,,4000,,,,,,,,,,¸ö,¶Ö,,,,18000,0.5,,,,,,,,,,,,,,,,,,,,,,,,
520102200202G174113489000,3726,,,,,Ì¨,,,,,4500,,,,,,,,,,¸ö,¶Ö,,,,100000,0.6,,,,,,,,,,,,,,,,,,,,,,,,
520102200202G174570584900,3726,,,,,Ì¨,,,,,1320,,,,,,,,,,¸ö,¶Ö,,,,3000,0.5,,,,,,,,,,,,,,,,,,,,,,,,
520102200202G176137075100,3726,,,,,Ì¨,,,,,2520,,,,,,,,,,¸ö,¶Ö,,,,5200,0.4,,,,,,,,,,,,,,,,,,,,,,,,
520102200202G177058889100,3726,,,,,Ì¨,,,,,12000,,,,,,,,,,¸ö,¶Ö,,,,60000,0.04,,,,,,,,,,,,,,,,,,,,,,,,
520102200202G178017119200,3726,,,,,Ì¨,,,,,350,,,,,,,,,,¸ö,¶Ö,,,,1800,1.14,,,,,,,,,,,,,,,,,,,,,,,,
520102200202G178546021700,3726,,,,,Ì¨,,,,,780,,,,,,,,,,¸ö,¶Ö,,,,3561,0.1,,,,,,,,,,,,,,,,,,,,,,,,
520102200203G121452178400,3726,,,,,Ì¨,,,,,3600,,,,,,,,,,¸ö,¶Ö,,,,10800,1.9,,,,,,,,,,,,,,,,,,,,,,,,
520102200203G1520102G0167,14301101,,,,,¶Ö,,,,,43,,,,,143102,,,,,¶Ö,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,
520102200203G1520102G0168,1430701199,,,,,¶Ö,,,,,31,,,,,143101,,,,,¶Ö,,,,,26.7,,,,,,,,,,,,,,,,,,,,,,,,,
520102200203G1520102G0169,1430701199,,,,,¶Ö,,,,,125,,,,,143101,,,,,¶Ö,,,,,107.5,,,,,,,,,,80,,,,,,,,,,,,,,,
520102200203G1520102G0171,1430701199,,,,,¶Ö,,,,,118,,,,,143101,,,,,¶Ö,,,,,101.5,,,,,,,,,,,,,,,,,0.25,,,,,,,,
520102200203G170962117000,26712001,,,,,¶Ö,,,,,1000,,,,,267107,267109,267104,,,¶Ö,¶Ö,¶Ö,¶Ö,¶Ö,250,150,500,50,50,,,,,,80,,,,,,,,,0.5,,,,,,
